
45,105,18
46,105,18
47,105,18
48,105,19
49,105,19
50,105,19
51,105,18
52,105,19
53,105,19
54,105,19
55,105,19
56,105,18
57,105,19
58,105,19
59,105,18
60,105,19
61,105,19
62,105,19
63,105,19
64,105,19
65,105,19
66,105,20
67,105,20
68,105,20
69,105,20
70,105,20
71,105,20
72,105,20
73,105,21
74,105,20
75,105,21
76,105,21
77,105,21
78,105,21
79,105,22
80,105,22
81,105,31
82,105,30
83,105,31
84,105,31
85,105,31
86,105,31
87,105,31
88,105,31
89,105,31
90,105,30
91,105,30
92,105,30
93,105,31
94,105,24
95,105,24
96,105,25
97,105,24
98,105,24
99,105,23
100,105,23
101,105,22
102,105,22
103,105,22
104,105,22
105,105,22
106,105,22
107,105,22
108,105,22
109,105,21
110,105,21
111,105,21
112,105,21
113,105,21
114,105,21
115,105,21
116,105,21
117,105,20
118,105,21
119,105,21
120,105,21
121,105,21
122,105,21
123,105,20
124,105,20
125,105,21
126,105,21
127,105,21
128,105,20
129,105,21
130,105,20
131,105,21
132,105,20
133,105,20
134,105,20
135,105,20
