60,105,209,5256
61,105,177,12422
62,105,124,2382
64,105,123,1487
65,105,118,1509
66,105,130,1533
67,105,120,1548
68,105,116,1541
69,105,178,4682
71,105,182,10612
72,105,178,13166
73,105,173,13464
74,105,173,13857
75,105,173,14009
76,105,170,14358
78,105,163,12326
79,105,159,12100
80,105,176,11914
81,105,160,12859
82,105,176,14359
83,105,158,14619
85,105,162,14990
86,105,171,16091
87,105,168,17195
88,105,143,21547
89,105,0,65535
90,105,0,65535
92,105,0,65535
93,105,0,65535
94,105,0,65535
95,105,182,37692
96,105,165,20487
98,105,175,16808
99,105,178,16391
100,105,184,15421
101,105,187,15069
102,105,180,14257
103,105,188,14010
105,105,181,13261
106,105,187,13211
107,105,197,12533
108,105,200,7365
109,105,142,3637
110,105,180,3453
112,105,174,3080
113,105,177,3018
114,105,183,2957
115,105,185,2960
116,105,191,3157
117,105,188,3416
119,105,208,4187
120,105,205,1481
60,106,215,3331
61,106,0,65535
62,106,196,23335
63,106,126,1868
65,106,143,1312
66,106,140,1314
67,106,145,1309
68,106,152,1319
69,106,185,6413
70,106,203,8797
72,106,187,12273
73,106,180,13622
74,106,183,13744
75,106,181,14071
76,106,181,14240
77,106,183,14403
79,106,173,12017
80,106,186,11923
81,106,171,13342
82,106,196,13996
83,106,169,14746
84,106,178,14443
86,106,179,15755
87,106,177,17853
88,106,155,20307
89,106,0,65535
90,106,0,65535
92,106,0,65535
93,106,0,65535
94,106,0,65535
95,106,191,22822
96,106,176,21706
97,106,182,17939
99,106,181,16192
100,106,183,15706
101,106,185,14909
102,106,178,14571
103,106,176,13706
104,106,175,13436
106,106,184,13215
107,106,194,12217
108,106,190,8357
109,106,125,1881
110,106,179,2915
111,106,175,3216
113,106,182,2990
114,106,181,2974
115,106,185,2972
116,106,186,3094
117,106,189,3473
118,106,195,3791
120,106,178,2624
60,107,209,4344
61,107,0,65535
62,107,188,2381
63,107,149,3491
64,107,124,1517
66,107,141,1245
67,107,137,1255
68,107,140,1241
69,107,193,5270
70,107,198,9985
71,107,186,10638
73,107,179,13437
74,107,177,13847
75,107,188,13990
76,107,177,14335
77,107,178,14351
78,107,170,12300
80,107,183,11902
81,107,165,12895
82,107,181,14353
83,107,174,14613
84,107,176,14227
86,107,176,16049
87,107,170,17258
88,107,148,21986
89,107,0,65535
90,107,0,65535
91,107,0,65535
93,107,0,65535
94,107,0,65535
95,107,187,36830
96,107,170,21234
97,107,179,18897
98,107,182,16857
100,107,185,15373
101,107,187,15008
102,107,179,14351
103,107,178,13855
104,107,174,13308
105,107,182,13258
107,107,196,12603
108,107,201,7509
109,107,139,3480
110,107,182,3457
111,107,176,3285
112,107,176,3072
114,107,184,2973
115,107,184,2971
116,107,192,3150
117,107,191,3388
118,107,196,3832
119,107,209,4248
60,108,211,3289
61,108,0,65535
62,108,180,13744
63,108,124,2461
64,108,150,1649
65,108,139,2118
67,108,142,4269
68,108,138,4330
69,108,195,7631
70,108,197,9116
71,108,187,11068
72,108,186,12455
74,108,180,13758
75,108,179,14058
76,108,177,14248
77,108,178,14384
78,108,164,12933
80,108,186,11998
81,108,168,13435
82,108,186,14085
83,108,175,14748
84,108,189,14373
85,108,172,15321
87,108,176,17728
88,108,151,20540
89,108,0,65535
90,108,0,65535
91,108,0,65535
92,108,0,65535
94,108,0,65535
95,108,189,23551
96,108,175,21432
97,108,182,17884
98,108,184,17112
99,108,184,16173
101,108,181,14864
102,108,182,14492
103,108,178,13616
104,108,179,13396
105,108,183,13222
106,108,186,13204
108,108,197,8507
109,108,134,1669
110,108,180,2838
111,108,174,3232
112,108,185,3123
113,108,180,2991
115,108,186,2968
116,108,186,3082
117,108,195,3481
118,108,200,3797
119,108,211,4450
120,108,199,2482
61,109,0,65535
62,109,194,2383
63,109,137,1663
64,109,119,1820
65,109,125,1628
66,109,134,1521
68,109,121,1539
69,109,189,4859
70,109,202,9936
71,109,191,10498
72,109,188,13018
74,109,182,13830
75,109,183,13980
76,109,180,14326
77,109,192,14394
78,109,171,12276
79,109,170,12092
81,109,166,12894
82,109,183,14275
83,109,177,14572
84,109,175,14322
85,109,173,14970
86,109,178,15946
88,109,158,20961
89,109,0,65535
90,109,0,65535
91,109,0,65535
92,109,0,65535
93,109,0,65535
95,109,189,37290
96,109,175,20564
97,109,182,18700
98,109,183,16899
99,109,184,16403
100,109,186,15454
102,109,182,14470
103,109,177,13906
104,109,177,13298
105,109,183,13240
106,109,185,13265
107,109,198,12551
109,109,134,3469
110,109,180,3449
111,109,177,3290
112,109,178,3080
113,109,182,3020
114,109,182,2959
116,109,183,3122
117,109,191,3340
118,109,193,3864
119,109,214,4255
120,109,207,1391
60,110,209,3220
62,110,188,14302
63,110,126,2081
64,110,141,1503
65,110,145,2082
66,110,145,3520
68,110,122,2928
69,110,194,8246
70,110,197,9483
71,110,182,10976
72,110,182,12420
73,110,177,13582
75,110,175,14038
76,110,173,14223
77,110,171,14438
78,110,164,13012
79,110,164,12055
80,110,180,11965
82,110,188,13975
83,110,162,14764
84,110,170,14486
85,110,164,15373
86,110,171,15741
87,110,170,17844
89,110,0,65535
90,110,0,65535
91,110,0,65535
92,110,0,65535
93,110,0,65535
94,110,0,65535
96,110,187,22450
97,110,175,18004
98,110,178,17174
99,110,181,16202
100,110,183,15658
101,110,177,14888
103,110,178,13930
104,110,176,13506
105,110,179,13243
106,110,184,13286
107,110,197,12113
108,110,200,8982
110,110,176,2888
111,110,168,3228
112,110,180,3130
113,110,180,3001
114,110,183,2970
115,110,193,2966
117,110,193,3421
118,110,192,3629
119,110,205,4391
120,110,207,2401
60,111,200,3989
62,111,197,2416
63,111,134,1667
64,111,117,1712
65,111,124,1518
66,111,125,1477
67,111,120,1492
69,111,187,4663
70,111,201,10433
71,111,186,10762
72,111,183,13012
73,111,179,13402
74,111,179,13607
76,111,174,14279
77,111,186,14387
78,111,168,12428
79,111,165,12224
80,111,171,12009
81,111,166,12852
83,111,171,14731
84,111,182,14552
85,111,169,15208
86,111,174,16114
87,111,168,17451
88,111,153,21315
90,111,0,65535
91,111,0,65535
92,111,0,65535
93,111,0,65535
94,111,0,65535
95,111,189,38180
97,111,176,19148
98,111,177,16985
99,111,180,16428
100,111,183,15426
101,111,185,15018
102,111,179,14306
104,111,176,13305
105,111,181,13291
106,111,180,13328
107,111,195,12478
108,111,203,8010
109,111,139,3750
111,111,174,3264
112,111,178,3069
113,111,183,3007
114,111,190,2958
115,111,186,2960
117,111,182,3324
118,111,187,3718
119,111,207,4189
120,111,202,1295
60,112,212,3261
61,112,0,65535
63,112,122,2610
64,112,132,1798
65,112,141,2269
66,112,135,3814
67,112,136,4591
68,112,135,3429
70,112,198,10164
71,112,184,11494
72,112,186,12673
73,112,184,13589
74,112,181,13731
75,112,181,14047
77,112,180,14380
78,112,161,13017
79,112,165,12200
80,112,186,12068
81,112,165,13472
82,112,194,14122
84,112,186,14735
85,112,172,15635
86,112,179,16145
87,112,172,18255
88,112,145,22369
89,112,0,65535
91,112,0,65535
92,112,0,65535
93,112,0,65535
94,112,0,65535
95,112,191,24112
96,112,176,21828
98,112,183,17067
99,112,184,16144
100,112,187,15580
101,112,181,14734
102,112,193,14458
103,112,180,13699
105,112,185,13331
106,112,188,13250
107,112,200,11941
108,112,196,8273
109,112,149,1483
110,112,182,2760
111,112,176,3197
112,112,178,3096
113,112,190,2971
114,112,185,2959
115,112,185,2975
116,112,188,3083
118,112,198,3781
119,112,216,4434
120,112,179,2600
60,113,213,4288
61,113,0,65535
62,113,201,2525
64,113,121,1763
65,113,133,1541
66,113,144,1438
67,113,123,1456
68,113,140,1438
69,113,207,5713
71,113,186,11170
72,113,186,13148
73,113,183,13450
74,113,181,13821
75,113,190,13957
76,113,178,14306
78,113,169,12402
79,113,171,12190
80,113,184,11933
81,113,165,12920
82,113,184,14380
83,113,171,14837
85,113,172,15225
86,113,177,16075
87,113,177,17313
88,113,147,22718
89,113,0,65535
90,113,0,65535
92,113,0,65535
93,113,0,65535
94,113,0,65535
95,113,195,38174
96,113,176,20986
97,113,180,18836
99,113,186,16403
100,113,188,15403
101,113,192,14981
102,113,184,14273
103,113,181,13837
106,113,188,13374
107,113,203,12454
108,113,205,7504
109,113,137,3531
110,113,180,3419
112,113,182,3067
113,113,186,3007
114,113,180,2961
115,113,193,2962
116,113,192,3122
117,113,189,3338
119,113,215,4210
120,113,229,1300
60,114,208,3187
61,114,0,65535
62,114,179,13016
63,114,123,2843
65,114,141,2349
66,114,135,3926
67,114,133,4738
68,114,135,2550
69,114,208,8171
70,114,202,9752
72,114,185,12565
73,114,183,13584
74,114,183,13734
75,114,181,14029
76,114,188,14206
77,114,180,14416
79,114,167,12102
80,114,186,12027
81,114,168,13415
82,114,188,14093
83,114,178,15010
84,114,190,14701
86,114,182,16003
87,114,174,18131
88,114,151,21832
89,114,0,65535
90,114,0,65535
91,114,0,65535
93,114,0,65535
94,114,0,65535
95,114,195,25274
96,114,176,22234
97,114,182,18064
100,114,188,15609
101,114,193,14808
102,114,195,14472
103,114,182,13789
104,114,181,13459
106,114,187,13258
107,114,196,12444
108,114,205,9124
109,114,142,1603
110,114,178,2804
111,114,176,3197
113,114,181,2982
114,114,183,2968
115,114,186,2966
116,114,186,3062
117,114,191,3431
118,114,201,3760
120,114,234,2331
60,115,205,4036
61,115,0,65535
62,115,219,2461
63,115,150,1778
64,115,113,1608
66,115,139,1271
67,115,149,1271
68,115,148,1282
69,115,201,5101
70,115,204,10587
71,115,189,10929
73,115,182,13394
74,115,182,13758
75,115,181,13934
76,115,178,14253
77,115,189,14379
78,115,172,12436
80,115,175,12036
81,115,168,12712
82,115,177,14238
83,115,181,14678
84,115,180,14785
85,115,173,15269
87,115,178,17114
88,115,167,20404
89,115,0,65535
90,115,0,65535
91,115,0,65535
92,115,0,65535
94,115,0,65535
95,115,193,38635
96,115,193,21574
97,115,180,19240
98,115,180,17023
100,115,179,15442
101,115,186,15017
102,115,177,14293
103,115,176,13958
104,115,175,13299
105,115,179,13296
107,115,194,12391
108,115,203,8252
109,115,145,3907
110,115,178,3453
111,115,170,3281
112,115,170,3074
114,115,180,2958
115,115,186,2956
116,115,185,3105
117,115,192,3320
118,115,193,3734
119,115,206,4167
